,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1721,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Imanishi Japanese Kitchen,43.649545622254195,-79.42655051598773,Japanese Restaurant
1722,"Little Portugal, Trinity",43.64741325,-79.43111632546047,The Federal,43.64966292229827,-79.43006581758533,Restaurant
1723,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Fix,43.64495345328441,-79.42827061229447,Café
1724,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Pursuit OCR,43.644600302347314,-79.42959026910208,Athletics & Sports
1725,"Little Portugal, Trinity",43.64741325,-79.43111632546047,lebel & crowe,43.64964678729659,-79.43167885033662,Health & Beauty Service
1726,"Little Portugal, Trinity",43.64741325,-79.43111632546047,The Lockhart,43.6496102022578,-79.43121340799101,Cocktail Bar
1727,"Little Portugal, Trinity",43.64741325,-79.43111632546047,E.L. Ruddy Co. Cafe,43.64953206474932,-79.42782766065572,Vegetarian / Vegan Restaurant
1728,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Midfield Wine Bar & Tavern,43.64965891674471,-79.42992801693356,Wine Bar
1729,"Little Portugal, Trinity",43.64741325,-79.43111632546047,The Loveless,43.6496316668019,-79.42976761098123,Café
1730,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Black Dice Cafe,43.64987578898587,-79.4344127340276,Bar
1731,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Run and Gun Coffee,43.64967602555672,-79.43329665911243,Coffee Shop
1732,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Founder Restaurant & Bar,43.64947797447339,-79.42535203846116,Restaurant
1733,"Little Portugal, Trinity",43.64741325,-79.43111632546047,McCormick Park,43.64542110904409,-79.42885759466284,Park
1734,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Royale's Luncheonette,43.64960953299312,-79.42933727245304,Sandwich Place
1735,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Chantecler,43.641754575822084,-79.4312263660021,French Restaurant
1736,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Tavoos Restaurant,43.65250122477732,-79.43305406736384,Middle Eastern Restaurant
1737,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Brockton Haunt,43.65232065101618,-79.4339655300662,Coffee Shop
1738,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Guu Izakaya,43.641845549029775,-79.43108645308222,Japanese Restaurant
1739,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Pho Linh,43.65228962903497,-79.43406146756601,Vietnamese Restaurant
1740,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Enoteca Sociale,43.64953524380918,-79.42579173923497,Italian Restaurant
1741,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Plentea Tea Bar,43.642064,-79.428805,Tea Room
1742,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Safehouse Coffee,43.649796,-79.43541,Café
1743,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Pretty Ugly,43.641818909354356,-79.4303681460792,Cocktail Bar
1744,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Lost & Found,43.64937792373502,-79.42414948228769,Men's Store
1745,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Mabel's Bakery,43.6429364231403,-79.4249613238037,Bakery
1746,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Wallflower,43.649875,-79.437163,Gastropub
1747,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Gayley's Cafe,43.649581803950916,-79.42945883294416,Café
1748,"Little Portugal, Trinity",43.64741325,-79.43111632546047,The Workroom,43.64154136955292,-79.43121671676634,Arts & Crafts Store
1749,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Ufficio,43.649439390888254,-79.42301401069709,Italian Restaurant
1750,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Arabesque,43.652826,-79.43093,Café
1751,"Little Portugal, Trinity",43.64741325,-79.43111632546047,The Tempered Room,43.64131496262071,-79.43314957808886,Bakery
1752,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Le Baratin,43.64988933079865,-79.43515483102769,French Restaurant
1753,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Bairrada Churrasqueira,43.649982297901076,-79.4340029197903,Portuguese Restaurant
1754,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Hanmoto,43.649505301973576,-79.42276783144736,Asian Restaurant
1755,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Lula Lounge,43.64968099159253,-79.43455909186731,Jazz Club
1756,"Little Portugal, Trinity",43.64741325,-79.43111632546047,The Beaver Café,43.64272526259587,-79.42641644740938,Café
1757,"Little Portugal, Trinity",43.64741325,-79.43111632546047,The Drake Hotel General Store,43.64301204354146,-79.42446752913236,Gift Shop
1758,"Little Portugal, Trinity",43.64741325,-79.43111632546047,The Goods,43.649259,-79.424022,Vegetarian / Vegan Restaurant
1759,"Little Portugal, Trinity",43.64741325,-79.43111632546047,The Drake Hotel,43.64314651334194,-79.42459699348547,Restaurant
1760,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Nuit Social,43.642856992555856,-79.4253881311002,Restaurant
1761,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Otto's Bierhalle,43.643457199496645,-79.42227891882331,Beer Bar
1762,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Grand Electric,43.64171366792598,-79.43154546779928,Mexican Restaurant
1763,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Miss Thing's,43.64155912824447,-79.43196184684483,Hawaiian Restaurant
1764,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Crown Flora Studio,43.641562955700216,-79.43008019232099,Gift Shop
1765,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Pizzeria Libretto,43.64897862710277,-79.4206035669193,Pizza Place
1766,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Paris Paris Bar,43.649237,-79.421436,Wine Bar
1767,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Foxley Bistro,43.648642746283834,-79.42049525794245,Asian Restaurant
1768,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Bellwoods Brewery,43.647097254598236,-79.41995537873463,Brewery
1769,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Gladstone Hotel,43.64261630118951,-79.42693584428037,Hotel
1770,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Rustic Cosmo,43.641963199483506,-79.42990295861912,Sandwich Place
1771,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Uncle Mikey's,43.64981738841562,-79.43489134311676,Korean Restaurant
1772,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Curiosa,43.64158639490549,-79.43161035434228,Gift Shop
1773,"Little Portugal, Trinity",43.64741325,-79.43111632546047,The Depanneur,43.6529037119338,-79.42957535244359,Food
1774,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Drake Cafe,43.64306058404513,-79.42481960868692,Café
1775,"Little Portugal, Trinity",43.64741325,-79.43111632546047,The Theatre Centre,43.64324147713429,-79.42326393323049,Theater
1776,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Mezu,43.649432,-79.427925,Korean Restaurant
1777,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Curry's Art Supplies,43.64291298186803,-79.42488322510367,Arts & Crafts Store
1778,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Unlovable,43.64949996126929,-79.42920298628314,Bar
1779,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Veghed,43.649224,-79.422326,Vegetarian / Vegan Restaurant
1780,"Little Portugal, Trinity",43.64741325,-79.43111632546047,OddSeoul,43.64619218474247,-79.4196014527498,Korean Restaurant
1781,"Little Portugal, Trinity",43.64741325,-79.43111632546047,El Almacen Yerba Mate Cafe + Gallery,43.64368185408237,-79.42162671323418,Café
1782,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Bellwoods Brewery Bottle Shop,43.64712,-79.420044,Beer Store
1783,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Prairie Boy Bread,43.65341002021631,-79.42744674396796,Bakery
1784,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Bang Bang Ice Cream & Bakery,43.64624619920086,-79.41955285188536,Ice Cream Shop
1785,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Folly Brewpub,43.65380564851785,-79.42584996103776,Gastropub
1786,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Dakota Tavern,43.64967991705445,-79.42083755592827,Bar
1787,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Union Restaurant,43.64585979013257,-79.41953208988866,New American Restaurant
1788,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Mamakas Taverna,43.645908,-79.419654,Greek Restaurant
1789,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Giulietta,43.653481,-79.42769,Italian Restaurant
1790,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Reposado,43.647320789001384,-79.42003151431754,Bar
1791,"Little Portugal, Trinity",43.64741325,-79.43111632546047,La Cubana,43.64623003878161,-79.4196356996568,Cuban Restaurant
1792,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Sorauren Avenue Park,43.648443306627975,-79.44340467453002,Park
1793,"Little Portugal, Trinity",43.64741325,-79.43111632546047,The Communist's Daughter,43.64936167997857,-79.42096310360856,Bar
1794,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Common Sort,43.641029888414444,-79.43461986817455,Thrift / Vintage Store
1795,"Little Portugal, Trinity",43.64741325,-79.43111632546047,RaviSoups,43.64316390336799,-79.42379619777216,Soup Place
1796,"Little Portugal, Trinity",43.64741325,-79.43111632546047,La Banane,43.64904020618134,-79.42059946263156,French Restaurant
1797,"Little Portugal, Trinity",43.64741325,-79.43111632546047,NuNu,43.64283113644224,-79.42562217104096,Ethiopian Restaurant
1798,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Metro at West Queen West,43.64243722396629,-79.42772626876916,Supermarket
1799,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Lower Ossington Theatre,43.64638945106542,-79.4197810126815,Theater
1800,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Dufferin Grove Park,43.656052054931095,-79.43191467340286,Park
1801,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Gift Shop,43.64614871682715,-79.41948131634449,Cocktail Bar
1802,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Bar Poet,43.643614,-79.422267,Bar
1803,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Poutini's House of Poutine,43.64335455662121,-79.4231084286071,Poutine Place
1804,"Little Portugal, Trinity",43.64741325,-79.43111632546047,The Caledonian,43.6542680945971,-79.42349521727387,Whisky Bar
1805,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Loga's Corner,43.64047789212785,-79.43588432996042,Tibetan Restaurant
1806,"Little Portugal, Trinity",43.64741325,-79.43111632546047,YogaSpace,43.64760744635252,-79.42013338783642,Yoga Studio
1807,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Float Toronto,43.64279609182282,-79.42559768832729,Spa
1808,"Little Portugal, Trinity",43.64741325,-79.43111632546047,The Public Butter,43.64193836651804,-79.4303990877073,Thrift / Vintage Store
1809,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Pho Rua Vang (Golden Turtle),43.64689319654605,-79.41977781583955,Vietnamese Restaurant
1810,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Cafe Neon,43.64413001596351,-79.41966955539107,Café
1811,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Swan Dive,43.649883102619604,-79.43609325271542,Bar
1812,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Sunset Grill,43.64962342430666,-79.42941158853955,Breakfast Spot
1813,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Bazara,43.64853491212856,-79.4205209529485,Japanese Restaurant
1814,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Shameful Tiki Room,43.64132629712811,-79.43320994405224,Beach Bar
1815,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Rotate This,43.64854360521872,-79.42051802319355,Record Shop
1816,"Little Portugal, Trinity",43.64741325,-79.43111632546047,Black Cat Espresso Bar,43.65268966123575,-79.43231105804443,Coffee Shop
1817,"Kennedy Park, Ionview, East Birchmount Park",43.724878,-79.2539688,NIKE Employee Store,43.72639971565108,-79.24679903864855,Sporting Goods Shop
1818,"Kennedy Park, Ionview, East Birchmount Park",43.724878,-79.2539688,Working Dog Saloon,43.719310658122566,-79.24979186737787,Sports Bar
1819,"Kennedy Park, Ionview, East Birchmount Park",43.724878,-79.2539688,KFC,43.723231662902606,-79.24968246113421,Fast Food Restaurant
1820,"Kennedy Park, Ionview, East Birchmount Park",43.724878,-79.2539688,Fu Yao Supermarket,43.725053676622224,-79.25301949095291,Grocery Store
1821,"Kennedy Park, Ionview, East Birchmount Park",43.724878,-79.2539688,McDonald's,43.72459080446646,-79.2534620917188,Fast Food Restaurant
1822,"Kennedy Park, Ionview, East Birchmount Park",43.724878,-79.2539688,Lam Kee B. B. Q. Restaurant,43.724812738000224,-79.25211067659093,Asian Restaurant
1823,"Kennedy Park, Ionview, East Birchmount Park",43.724878,-79.2539688,Royal Congee Chinese Cuisine,43.724572,-79.253083,Chinese Restaurant
1824,"Kennedy Park, Ionview, East Birchmount Park",43.724878,-79.2539688,Scarborough GO Station,43.717221308069384,-79.25474805484917,Train Station
1825,"Kennedy Park, Ionview, East Birchmount Park",43.724878,-79.2539688,Pizza Nova,43.718773438459344,-79.25114160040428,Pizza Place
1826,"Kennedy Park, Ionview, East Birchmount Park",43.724878,-79.2539688,Dollar Tree,43.72590843018864,-79.24283796935735,Discount Store
1827,"Kennedy Park, Ionview, East Birchmount Park",43.724878,-79.2539688,Bros. CONVENIENCE,43.72778143829621,-79.26570835903846,Convenience Store
1828,Bayview Village,43.7691966,-79.3766617,Taro's Fish,43.76996164341515,-79.37465906198047,Fish Market
1829,Bayview Village,43.7691966,-79.3766617,Mountain Equipment Co-op,43.76987684570399,-79.37511694519891,Outdoor Supply Store
1830,Bayview Village,43.7691966,-79.3766617,MEC,43.76989364818691,-79.37516454175586,Sporting Goods Shop
1831,Bayview Village,43.7691966,-79.3766617,Shatter Abbas,43.769997628351945,-79.37443439177133,Persian Restaurant
1832,Bayview Village,43.7691966,-79.3766617,LCBO,43.76972069599742,-79.38461646962298,Liquor Store
1833,Bayview Village,43.7691966,-79.3766617,Sunshine Spot,43.770162103240736,-79.37477798821956,Breakfast Spot
1834,Bayview Village,43.7691966,-79.3766617,Bayview Village,43.768526899497374,-79.38549394188291,Shopping Mall
1835,Bayview Village,43.7691966,-79.3766617,Ikea North York L3 EV Charging Station 1,43.767396,-79.367758,Furniture / Home Store
1836,Bayview Village,43.7691966,-79.3766617,GAP,43.769131815140064,-79.38417403386923,Clothing Store
1837,Bayview Village,43.7691966,-79.3766617,Pusateri's Fine Foods,43.768679450123244,-79.38413261440179,Gourmet Shop
1838,Bayview Village,43.7691966,-79.3766617,DAVIDsTEA,43.76854355676341,-79.38628671190702,Tea Room
1839,Bayview Village,43.7691966,-79.3766617,IKEA,43.76834838240512,-79.36857588777414,Furniture / Home Store
1840,Bayview Village,43.7691966,-79.3766617,Loblaws,43.76850473301968,-79.3874614053386,Supermarket
1841,Bayview Village,43.7691966,-79.3766617,RBC Royal Bank,43.76769517008107,-79.38227852004049,Bank
1842,Bayview Village,43.7691966,-79.3766617,Mastermind Toys,43.769061524134514,-79.38658358723343,Toy / Game Store
1843,Bayview Village,43.7691966,-79.3766617,IKEA North York,43.76831854814136,-79.3686300306581,Furniture / Home Store
1844,Bayview Village,43.7691966,-79.3766617,Goa Kitchen,43.768444,-79.38664,Indian Restaurant
1845,Bayview Village,43.7691966,-79.3766617,McDonald's,43.76985279666742,-79.3706517485142,Fast Food Restaurant
1846,Bayview Village,43.7691966,-79.3766617,Druxy's,43.773809531275965,-79.36774570473017,Deli / Bodega
1847,Bayview Village,43.7691966,-79.3766617,Peking Man 牛家莊,43.770886228080634,-79.36945927876354,Chinese Restaurant
1848,Bayview Village,43.7691966,-79.3766617,Tabüle,43.766556,-79.38795,Mediterranean Restaurant
1849,Bayview Village,43.7691966,-79.3766617,Shell,43.76973986,-79.37631764,Gas Station
1850,Bayview Village,43.7691966,-79.3766617,Aroma Espresso Bar,43.76855041240926,-79.38650185841739,Café
1851,Bayview Village,43.7691966,-79.3766617,Banana Republic,43.76919557455327,-79.38508595927273,Clothing Store
1852,Bayview Village,43.7691966,-79.3766617,TD Canada Trust,43.7698523,-79.3713749,Bank
1853,Bayview Village,43.7691966,-79.3766617,Bread & Roses,43.76840696542905,-79.38513089982129,Café
1854,Bayview Village,43.7691966,-79.3766617,Shoppers Drug Mart,43.768819,-79.385788,Pharmacy
1855,Bayview Village,43.7691966,-79.3766617,Pizza Pizza,43.76977203092848,-79.37554445505702,Pizza Place
1856,Bayview Village,43.7691966,-79.3766617,Tim Hortons,43.766131139305664,-79.36994369490534,Coffee Shop
1857,Bayview Village,43.7691966,-79.3766617,"Oliver & Bonacini Café Grill, Bayview Village",43.768333565467145,-79.38629632559017,Restaurant
1858,Bayview Village,43.7691966,-79.3766617,Subway,43.7701119,-79.3745923,Sandwich Place
1859,Bayview Village,43.7691966,-79.3766617,Il Fornello,43.7685226095604,-79.38623590459132,Italian Restaurant
1860,Bayview Village,43.7691966,-79.3766617,IKEA Bistro & Swedish Food Market,43.767763,-79.367451,Food & Drink Shop
1861,Bayview Village,43.7691966,-79.3766617,Pearl,43.76840377388609,-79.38625631344964,Chinese Restaurant
1862,Bayview Village,43.7691966,-79.3766617,The Village Spa,43.76845964626636,-79.38506126403809,Spa
1863,Bayview Village,43.7691966,-79.3766617,Starbucks,43.769148,-79.386238,Coffee Shop
1864,Bayview Village,43.7691966,-79.3766617,Timothy's World Coffee,43.76930460884025,-79.38655325779926,Café
1865,Bayview Village,43.7691966,-79.3766617,North York YMCA,43.76581385139818,-79.38661740285424,Gym
1866,Bayview Village,43.7691966,-79.3766617,South St. Burger,43.76873662189499,-79.38641297637251,Burger Joint
1867,Bayview Village,43.7691966,-79.3766617,Lettieri,43.76901544989478,-79.38416197611689,Coffee Shop
1868,Bayview Village,43.7691966,-79.3766617,Bakery Garden,43.76861503954629,-79.3863210371141,Bakery
1869,Bayview Village,43.7691966,-79.3766617,Thai Express,43.768338411435806,-79.38638195368462,Thai Restaurant
1870,Bayview Village,43.7691966,-79.3766617,IKEA Shuttle Bus,43.7683888824448,-79.36809046809594,Moving Target
1871,Bayview Village,43.7691966,-79.3766617,DAVIDS,43.76920151184843,-79.38541003434159,Shoe Store
1872,Bayview Village,43.7691966,-79.3766617,Ikea Ice Cream Stand,43.76761942778346,-79.36816745748429,Ice Cream Shop
1873,Bayview Village,43.7691966,-79.3766617,Ikea As Is Department,43.7673766266791,-79.36822794910171,Furniture / Home Store
1874,Bayview Village,43.7691966,-79.3766617,Teatro Verde,43.769201606831125,-79.38597228502421,Gift Shop
1875,Bayview Village,43.7691966,-79.3766617,Clarinda Park,43.77450303136812,-79.37069596103365,Park
1876,Bayview Village,43.7691966,-79.3766617,Leslie Subway Station,43.77062347898726,-79.36671014750037,Metro Station
1877,Bayview Village,43.7691966,-79.3766617,Ikea Shuttle Bus,43.76962097366464,-79.36624270359752,Moving Target
1878,Ancaster,43.733449,-79.46564707180451,Chef 47,43.730482902230214,-79.46642184396892,Turkish Restaurant
1879,Ancaster,43.733449,-79.46564707180451,Forget Me Not Cafe Vietnamese Resto-Bar,43.730491854293696,-79.46652955512842,Vietnamese Restaurant
1880,Ancaster,43.733449,-79.46564707180451,Toronto Downsview Airport (YZD),43.738882611749744,-79.47011109314882,Airport
1881,Ancaster,43.733449,-79.46564707180451,LCBO,43.73271669596289,-79.45471700811727,Liquor Store
1882,Ancaster,43.733449,-79.46564707180451,Pupusa Loka,43.730480310428,-79.46684451269826,Latin American Restaurant
1883,Ancaster,43.733449,-79.46564707180451,Mustafa,43.73044112172999,-79.46794849096635,Turkish Restaurant
1884,Ancaster,43.733449,-79.46564707180451,Costco,43.73090022835022,-79.4557174545216,Warehouse Store
1885,Ancaster,43.733449,-79.46564707180451,Second Cup,43.73233793829693,-79.45551486658053,Café
1886,Ancaster,43.733449,-79.46564707180451,Mastro's Ristorante,43.730465534997585,-79.4684960885536,Italian Restaurant
1887,Ancaster,43.733449,-79.46564707180451,Subway,43.731802598053385,-79.46277272783715,Sandwich Place
1888,Ancaster,43.733449,-79.46564707180451,Tim Hortons,43.731739619176786,-79.46022748947138,Coffee Shop
1889,Ancaster,43.733449,-79.46564707180451,Petro-Canada,43.732164,-79.458882,Gas Station
1890,Ancaster,43.733449,-79.46564707180451,Tim Hortons,43.73889029805241,-79.47224241624076,Coffee Shop
1891,Ancaster,43.733449,-79.46564707180451,Best Buy,43.73208460392743,-79.4564214348793,Electronics Store
1892,Ancaster,43.733449,-79.46564707180451,Ancaster Park,43.73470570807407,-79.46477740817078,Park
1893,Ancaster,43.733449,-79.46564707180451,Lucky Wok Resturant,43.73163108423754,-79.46406841278076,Chinese Restaurant
1894,Ancaster,43.733449,-79.46564707180451,Main Cafeteria (Bombardier),43.73793098976079,-79.47114380227413,Food Court
1895,Ancaster,43.733449,-79.46564707180451,Geek Squad,43.73206065288193,-79.45641455622626,Other Repair Shop
1896,Ancaster,43.733449,-79.46564707180451,Hwy 401 & Dufferin st.,43.72734928027622,-79.45905268670408,Intersection
1897,Ancaster,43.733449,-79.46564707180451,Kaboom Fireworks,43.72540936482432,-79.46627678417163,Fireworks Store
1898,Ancaster,43.733449,-79.46564707180451,Mount Sinai Memorial Park,43.729783808799105,-79.47560958607251,Park
1899,Ancaster,43.733449,-79.46564707180451,George Richards,43.73218904071881,-79.45438281562038,Men's Store
1900,"The Danforth West, Riverdale",43.6864333,-79.3003555,Ted Reeve Arena,43.68452712511952,-79.29942632833531,Skating Rink
1901,"The Danforth West, Riverdale",43.6864333,-79.3003555,Beach Hill Smokehouse,43.684105,-79.30041,BBQ Joint
1902,"The Danforth West, Riverdale",43.6864333,-79.3003555,Press Books Coffee Vinyl,43.687672,-79.304457,Coffee Shop
1903,"The Danforth West, Riverdale",43.6864333,-79.3003555,Cool Runnings,43.68349688997171,-79.30001696869618,Caribbean Restaurant
1904,"The Danforth West, Riverdale",43.6864333,-79.3003555,Duckworth's Fish and Chips,43.68862851126605,-79.29995229254888,Fish & Chips Shop
1905,"The Danforth West, Riverdale",43.6864333,-79.3003555,Hollandaise Diner,43.68652710817421,-79.3088972568512,Breakfast Spot
1906,"The Danforth West, Riverdale",43.6864333,-79.3003555,St. Clair Ice Cream,43.6895549178628,-79.2950373031766,Ice Cream Shop
1907,"The Danforth West, Riverdale",43.6864333,-79.3003555,Sultan Shawarma & Falafel,43.68822334940596,-79.30170939352254,Middle Eastern Restaurant
1908,"The Danforth West, Riverdale",43.6864333,-79.3003555,Relish Bar & Grill,43.686280136535885,-79.31097995826282,Bar
1909,"The Danforth West, Riverdale",43.6864333,-79.3003555,Budapest Restaurant,43.680946,-79.31011,Hungarian Restaurant
1910,"The Danforth West, Riverdale",43.6864333,-79.3003555,Grinder,43.68307273557906,-79.2998748093593,Coffee Shop
1911,"The Danforth West, Riverdale",43.6864333,-79.3003555,LA Fitness,43.69035951555018,-79.29133908116464,Gym / Fitness Center
1912,"The Danforth West, Riverdale",43.6864333,-79.3003555,The Big Carrot Natural Food Market,43.678879,-79.297734,Health Food Store
1913,"The Danforth West, Riverdale",43.6864333,-79.3003555,Shoppers Drug Mart,43.687934,-79.303381,Pharmacy
1914,"The Danforth West, Riverdale",43.6864333,-79.3003555,Double Sushi,43.68947461214495,-79.29582755305405,Sushi Restaurant
1915,"The Danforth West, Riverdale",43.6864333,-79.3003555,Happy Sushi,43.68600806000232,-79.31127520072712,Sushi Restaurant
1916,"The Danforth West, Riverdale",43.6864333,-79.3003555,Subway,43.68817795389521,-79.30025317075166,Sandwich Place
1917,"The Danforth West, Riverdale",43.6864333,-79.3003555,Danforth GO Station,43.686458009778526,-79.30020416675752,Train Station
1918,"The Danforth West, Riverdale",43.6864333,-79.3003555,Dentonia Park,43.69280900665042,-79.29553269784155,Park
1919,"The Danforth West, Riverdale",43.6864333,-79.3003555,RBC Royal Bank,43.68948904808594,-79.2965912825779,Bank
1920,"The Danforth West, Riverdale",43.6864333,-79.3003555,Popeyes Louisiana Kitchen,43.68903107023152,-79.29789573876326,Fried Chicken Joint
1921,"The Danforth West, Riverdale",43.6864333,-79.3003555,Grillies,43.68854966451388,-79.30002466772105,Mexican Restaurant
1922,"The Danforth West, Riverdale",43.6864333,-79.3003555,Sobeys Danforth,43.687392,-79.303888,Grocery Store
1923,"The Danforth West, Riverdale",43.6864333,-79.3003555,Tim Hortons,43.6882527,-79.3005697,Coffee Shop
1924,"The Danforth West, Riverdale",43.6864333,-79.3003555,Diamond Pizza,43.694693,-79.304883,Pizza Place
1925,"The Danforth West, Riverdale",43.6864333,-79.3003555,Petro-Canada,43.686556,-79.308184,Gas Station
1926,"The Danforth West, Riverdale",43.6864333,-79.3003555,Maple Leaf Dairy Ice Cream Parlor,43.689677228699956,-79.29477863537868,Ice Cream Shop
1927,"The Danforth West, Riverdale",43.6864333,-79.3003555,Pavillion Pastries,43.688560652640675,-79.30191525698254,Café
1928,"The Danforth West, Riverdale",43.6864333,-79.3003555,Pizza Pizza,43.689536157639175,-79.2956846995394,Pizza Place
1929,"The Danforth West, Riverdale",43.6864333,-79.3003555,Grover Pub and Grub,43.679181434941015,-79.29721535878515,Pub
1930,"The Danforth West, Riverdale",43.6864333,-79.3003555,Mr Tasty's Drive In,43.68972635348265,-79.29372744610778,Burger Joint
1931,"The Danforth West, Riverdale",43.6864333,-79.3003555,Lowe's,43.689437293901214,-79.29210181880188,Hardware Store
1932,"The Danforth West, Riverdale",43.6864333,-79.3003555,TTC Bus #64 Main,43.68903536371879,-79.30169869081296,Bus Line
1933,"The Danforth West, Riverdale",43.6864333,-79.3003555,Main Street Subway Station,43.68910856344984,-79.30166156422199,Metro Station
1934,"The Danforth West, Riverdale",43.6864333,-79.3003555,TTC Bus 113 Danforth,43.68921652628386,-79.30161609483935,Bus Line
1935,"The Danforth West, Riverdale",43.6864333,-79.3003555,Main Fitness,43.68326446885664,-79.30013346307538,Athletics & Sports
1936,"The Danforth West, Riverdale",43.6864333,-79.3003555,Danforth Lumber,43.688713,-79.296875,Construction & Landscaping
1937,"The Danforth West, Riverdale",43.6864333,-79.3003555,Metro,43.689895873169526,-79.28906098008156,Supermarket
1938,"The Danforth West, Riverdale",43.6864333,-79.3003555,Bulk Barn,43.68995260801947,-79.29122600825426,Food & Drink Shop
1939,"The Danforth West, Riverdale",43.6864333,-79.3003555,Dollarama,43.689672,-79.290646,Discount Store
1940,"The Danforth West, Riverdale",43.6864333,-79.3003555,Staples,43.689659843580785,-79.28945124149323,Paper / Office Supplies Store
1941,"The Danforth West, Riverdale",43.6864333,-79.3003555,KFC,43.6881,-79.3029,Fast Food Restaurant
1942,"The Danforth West, Riverdale",43.6864333,-79.3003555,Value Village,43.68585413175487,-79.31202694827303,Thrift / Vintage Store
1943,"The Danforth West, Riverdale",43.6864333,-79.3003555,EB Games,43.6898361654876,-79.290412957822,Video Game Store
1944,"The Danforth West, Riverdale",43.6864333,-79.3003555,Domino's Pizza,43.67905757954377,-79.29738179140233,Pizza Place
1945,"The Danforth West, Riverdale",43.6864333,-79.3003555,Seaspray Restaurant,43.678887885937094,-79.29816674246032,Asian Restaurant
1946,"The Danforth West, Riverdale",43.6864333,-79.3003555,Dip 'n Sip,43.67889707815811,-79.29774501670785,Coffee Shop
